HS_NO     NOTE
37032090 其他未曝光之感光紙、紙板及紡織品，供彩色照相用者
370390   其他
37039010 未曝光之Ｘ光相紙
37039020 其他未曝光之感光紙、紙板及紡織品，立即顯影照相用者
37039091 其他未曝光之感光性照相紙、紙板
37039092 其他未曝光之感光性照相紡織品
3704     已曝光但未顯影之照相版、軟片、紙、紙板及紡織品
370400   已曝光但未顯影之照相版、軟片、紙、紙板及紡織品
37040010 電影用軟片，已曝光但未顯影者
37040020 已曝光但未顯影之照相紙、紙板及紡織品
37040090 其他已曝光但未顯影之照相版、軟片
3705     已曝光及已顯影之照相版及軟片，電影軟片除外
370500   已曝光及已顯影之照相版及軟片，電影軟片除外
37050000 已曝光及已顯影之照相版及軟片，電影軟片除外
3706     已曝光及已顯影之電影軟片，不論是否併合聲帶或僅為聲帶者均在內
370610   寬度３５公厘或以上者
37061031 ３５公厘國片正片，第一拷貝
37061032 ３５公厘國片正片，第二拷貝
37061033 ３５公厘國片正片，第三及以下各拷貝
37061040 ３５公厘國片負片
37061051 ３５公厘外國片正片，第一拷貝
37061052 ３５公厘外國片正片，第二拷貝
37061053 ３５公厘外國片正片，第三及以下各拷貝
37061060 ３５公厘外國片負片
37061071 ７０公厘外國片正片，第一拷貝
37061072 ７０公厘外國片正片，第二拷貝
37061073 ７０公厘外國片正片，第三及以下各拷貝
37061080 ７０公厘外國片負片
37061091 ７０公厘國片正片，第一拷貝
37061092 ７０公厘國片正片，第二拷貝
37061093 ７０公厘國片正片，第三及以下各拷貝
37061099 其他已曝光及已顯影之電影軟片，不論是否併含聲帶或僅為聲帶者均在內，寬度３５公厘或以上者
370690   其他
37069031 ８公厘彩色電影片
37069032 １６公厘彩色電影片
37069039 其他３５公厘以下之彩色電影片
37069041 ８公厘黑白電影片
37069042 １６公厘黑白電影片
37069049 其他３５公厘以下之黑白電影片
37069090 其他曝光及已顯影之電影軟片，不論是否併合聲帶或僅為聲帶者均在內，寬度３５公厘以下
3707     供照相用化學製品（凡立水、膠、接著劑及類似品除外）；供照相用之未經混合產品，已作成劑量或零售包裝立即可用者
370710   感光乳液
37071000 供照相用感光乳液
370790   其他
37079010 供照相用顯影劑
37079020 供照相用定影劑
37079030 供照相用調色劑
37079090 其他供照相用化學製品（凡立水、膠、接著劑及類似品除外）；供照相用之未經混合產品，已作成劑量或零售包裝立即可用者
38       第３８章　雜項化學產品
3801     人造石墨；膠體或半膠體石墨；以石墨或其他碳為基料之調製品呈膏狀、塊狀、片狀或呈半製品狀者
380110   人造石墨
38011000 人造石墨
380120   膠體或半膠體石墨
38012000 膠體或半膠體石墨
380130   供電極用碳膏及供爐壁用類似膏狀物
38013000 供電極用碳膏及供爐壁用類似膏狀物
380190   其他
38019000 其他以石墨或其他碳為基料之調製品
3802     活性碳；活性天然礦產品；動物炭烟，包括已耗之動物炭烟在內
380210   活性碳
38021000 活性碳
380290   其他
38029011 活性白土
38029012 活性膨土
38029013 活性沸石
38029019 其他活性天然礦產品
38029020 動物炭烟，包括已耗之動物炭烟在內
3803     松脂油，不論是否已精製
380300   松脂油，不論是否已精製
38030000 松脂油，不論是否已精製
3804     製造木漿所產生之殘餘鹼水，不論是否已濃縮、去糖份或經化學處理者均在內，包括磺化木質素，但不包括第３８０３節之松脂油
380400   製造木漿所產生之殘餘鹼水，不論是否已濃縮、去糖份或經化學處理者均在內，包括磺化木質素，但不包括第３８０３節之松脂油
38040010 磺化木質素
38040090 其他鹼水，製造木漿所產生者
3805     膠、木餾或硫酸鹽之松節油及以蒸餾或其他方法處理針葉樹木所產生之其他萜烯油類；粗製二戊烯；亞硫酸鹽松節油及其他粗製對異丙基甲苯；以萜烯醇為主要成分之松油
380510   膠、木餾或硫酸鹽松節油
38051000 膠、木餾或硫酸鹽松節油
380590   其他
38059010 粗製二戊烯
38059020 亞硫酸鹽松節油及其他粗製對異丙基甲苯
38059030 以蒸餾或其他方法處理針葉樹木所產生之其他萜烯油類
38059040 松油
3806     松香及樹脂酸，及其衍生物；松香精及松香油；流動膠
380610   松香及樹脂酸
38061000 松香及樹脂酸
380620   松香鹽類、樹脂酸鹽類、松香或樹脂酸衍生物鹽類，松香加成物鹽類除外
38062000 松香鹽類、樹脂酸鹽類、松香或樹脂酸衍生物鹽類，松香加成物鹽類除外
380630   酯化膠
38063000 酯化膠
380690   其他
38069010 松香酸
38069020 松香精
38069030 松香油
38069040 流動膠
38069090 其他松香及樹脂酸之衍生物
3807     木焦；木焦油；木餾油；木油精；植物瀝青；釀酒瀝青及以松香、樹脂酸或植物瀝青為基料之類似製品
380700   木焦；木焦油；木餾油；木油精；植物瀝青；釀酒瀝青及以松香、樹脂酸或植物瀝青為基料之類似製品
38070010 木焦油；木餾油
38070020 木油精
38070030 植物瀝青
38070040 丙酮油
38070050 松焦精油
38070090 其他釀酒瀝青及以松香、樹脂酸或植物瀝青為基料之類似製品
3808     殺蟲劑、殺鼠劑、殺菌劑、除草劑、抑芽劑、植物生長調節劑、消毒劑及類似產品，已定型或包裝供零售用，或調製品或成品者（例如經硫磺處理帶、殺蟲燈心及蠟燭、捕蠅紙）
38085    －本章目註一所列特定物質
380852   滴滴涕（ＩＳＯ）（ＤＤＴ（ＩＮＮ）），淨重不超過３００公克之包裝
38085200 滴滴涕（ＩＳＯ）（ＤＤＴ（ＩＮＮ）），淨重不超過３００公克之包裝
380859   其他
38085910 其他本章目註一所列特定物質之原體
38085920 其他本章目註一所列特定物質之成品
38086    －本章目註二所列特定物質：
380861   淨重不超過３００公克之包裝
38086100 淨重不超過３００公克之包裝
380862   淨重超過３００公克但不超過７.５公斤之包裝
38086200 淨重超過３００公克但不超過７.５公斤之包裝
380869   其他
38086910 其他本章目註二所列特定物質之原體
38086920 其他本章目註二所列特定物質之成品
38089    －其他
380891   殺蟲劑
38089110 殺蟲劑原體
38089120 捕蠅紙及其類似品
38089130 蚊香
38089140 殺蟲燈心及蠟燭
38089150 經硫黃處理之帶
38089190 其他殺蟲劑成品
380892   殺菌劑
38089210 其他殺菌劑原體
38089220 其他殺菌劑成品
380893   除草劑、抑芽劑及植物生長調節劑
38089311 巴拉刈原體
38089312 其他除草劑原體
38089319 其他除草劑成品
38089321 抑芽劑及植物生長調節劑原體
38089322 抑芽劑及植物生長調節劑成品
380894   消毒劑
38089410 消毒劑原體
38089420 消毒劑成品
380899   其他
38089911 殺蟎劑原體
38089912 殺蟎劑成品
38089921 殺線蟲劑原體
38089922 殺線蟲劑成品
38089931 殺鼠劑原體
38089932 殺鼠劑成品
38089991 其他農藥或類似產品原體
38089992 其他農藥或其他類似品成品
3809     未列名之紡織、造紙、製革或類似工業用之整理劑、促進或固定染料上染之染料載媒劑及其他產品及調製品（例如上光料處理劑及媒染劑）
380910   以澱粉質為基料者
38091010 以澱粉質為基料之漿料
38091090 其他以澱粉質為基料之紡織、造紙、製革或類似工業用之整理劑、染料載媒劑及其他產品及調製品
38099    －其他︰
380991   供紡織或類似工業用者
38099100 供紡織或類似工業用之整理劑、染料載媒劑及其他產品及調製品
380992   供造紙或類似工業用者
38099200 供造紙或類似工業用之整理劑、染料載媒劑及其他產品及調製品
380993   供製革或類似工業用者
38099300 供製革或類似工業用之整理劑、染料載媒劑及其他產品及調製品
3810     金屬表面浸洗劑；銲接用銲劑及其他輔助製劑；含有金屬及其他材料銲接用粉及膏；作為銲條或電銲棒之芯或外層塗裝製劑
381010   金屬表面浸洗劑；含有金屬及其他材料之銲接用粉及膏
38101010 金屬表面浸洗劑
38101020 含有金屬及其他材料銲接用粉及膏
381090   其他
38109010 銲接用銲劑及其他輔助製劑
38109020 銲條或電棒銲塗裝製劑
3811     礦物油（包括汽油）或與礦物油相同用途之其他液體用之抗震劑、氧化抑制劑、膠性抑制劑、黏度改良劑、抗腐蝕劑及其他製成添加劑
38111    －抗震製劑︰
381111   以鉛化合物為基料者
38111100 以鉛化合物為基料之抗震製劑
381119   其他
38111900 其他抗震製劑
38112    －潤滑油添加劑︰
381121   含有石油及提自地瀝青之油類者
38112100 含有石油或提自地瀝青之油類之潤滑油添加劑
381129   其他
38112900 其他潤滑油添加劑
381190   其他
38119000 其他添加劑，供礦物油或與礦物油相同用途之其他液體用者
3812     調製之橡膠促進劑；未列名之橡膠或塑膠用複合可塑劑；橡膠或塑膠用抗氧化劑及其他複合安定劑
381210   調製之橡膠促進劑
38121000 調製之橡膠促進劑
381220   橡膠或塑膠用複合可塑劑
38122000 橡膠或塑膠用複合可塑劑
38123    －橡膠或塑膠用抗氧化製劑和其他複合安定劑：
381231   ２，２，４－三甲基－１，２－二氫喹啉（ＴＭＱ）寡聚物之混合物
38123100 ２，２，４－三甲基-１，２－二氫喹啉（ＴＭＱ）寡聚物之混合物
381239   其他
38123910 橡膠或塑膠用抗氧化製劑
38123920 橡膠或塑膠用其他複合安定劑
3813     滅火器配藥；已裝配藥之滅火彈
381300   滅火器配藥；已裝配藥之滅火彈
38130000 滅火器配藥，已裝配之滅火彈
3814     未列名有機組合溶劑及稀釋劑；漆或凡立水去除製劑
381400   未列名有機組合溶劑及稀釋劑；漆或凡立水去除製劑
38140000 未列名有機組合溶劑及稀釋劑；漆或凡立水去除製劑
3815     未列名反應起始劑、反應促進劑及觸媒
38151    －載體上之觸媒︰
381511   以鎳或鎳化合物為活性物質者
38151100 以鎳或鎳化合物為活性物質之觸媒
381512   以貴金屬或貴金屬化合物為活性物質者
38151200 以貴金屬或貴金屬化合物為活性物質之觸媒劑
381519   其他
38151900 其他載體上觸媒
381590   其他
38159011 過氧化物系複合觸媒
38159019 其他觸媒
38159020 其他反應起始劑，反應促進劑
3816     耐火水泥、灰泥、混凝土及類似配製品，不包括第３８０１節所列者
381600   耐火水泥、灰泥、混凝土及類似配製品，不包括第３８０１節所列者
38160000 耐火水泥、灰泥、混凝土及類似配製品，不包括第３８０１節所列者
3817     混合烷基苯及混合烷基萘，不包括第２７０７或２９０２節所列者
381700   混合烷基苯及混合烷基萘，不包括第２７０７或２９０２節所列者
38170000 混合烷基苯及混合烷基萘，不包括第２７０７或２９０２節所列者
3818     電子工業用已摻雜之化學元素，呈圓片、晶圓或類似形狀者；電子工業用已摻雜之化學化合物
381800   電子工業用已摻雜之化學元素，呈圓片、晶圓或類似形狀者；電子工業用已摻雜之化學化合物
38180010 晶圓，已摻雜
38180090 其他電子工業用已摻雜之化學元素及化學化合物
3819     液壓煞車油及其他已調製之液壓傳遞液，不含或含石油或瀝青礦物油以重量計少於７０％者
381900   液壓煞車油及其他已調製之液壓傳遞液，不含或含石油或瀝青礦物油以重量計少於７０％者
38190010 液壓煞車油
38190090 其他已調製之液壓傳遞液，不含或含石油或瀝青礦物油以重量計少於７０％者
3820     抗凍劑及除冰液劑
382000   抗凍劑及除冰液劑
38200000 抗凍劑及除冰液劑
3821     培養或保存微生物（包括病毒及類似物）或植物、人或動物細胞用之培養基
382100   培養或保存微生物（包括病毒及類似物）或植物、人或動物細胞用之培養基
38210000 培養或保存微生物（包括病毒及類似物）或植物、人或動物細胞用之培養基
3822     診斷或實驗用有底襯之試劑及診斷或實驗用之配製試劑，不論是否有底襯，不包括第３００２節或第３００６節所列者；檢定參照物
382200   診斷或實驗用有底襯之試劑及診斷或實驗用之配製試劑，不論是否有底襯，不包括第3002節或第3006節所列者；檢定參照物
38220011 石蕊試紙，切成一定尺寸
38220019 其他石蕊試紙
38220020 糖尿病試紙，切成一定尺寸
38220030 供診斷或實驗用之塑膠底襯試劑
38220041 浸漬診斷用或實驗用試劑之其他紙張，切成一定尺寸
38220049 浸漬診斷用或實驗用試劑之其他紙張
38220050 檢定參照物
38220090 其他診斷或實驗用有底襯之試劑及診斷或實驗用之配製試劑，不論是否有底襯，不包括第３００２節或第３００６節所列者
3823     工業用一元脂肪酸類；油脂精製所得之酸性油；工業用脂肪醇類
38231    －工業用一元脂肪酸；油脂精製所得之酸性油︰
382311   硬脂酸
38231100 硬脂酸
382312   油酸
38231200 油酸
382313   松脂油脂肪酸
38231300 松脂油脂肪酸
382319   其他
38231910 粗製動植物性軟脂酸
38231920 動物性油脂精製所得之酸性油
38231930 植物性油脂精製所得之酸性油
38231990 其他工業用一元脂肪酸
382370   工業用脂肪醇
38237000 工業用脂肪醇
3824     鑄模或鑄心用之配成粘合劑；化學或相關工業之未列名化學品及化學製品（包括天然產品混合物）
382410   鑄模或鑄心用之配成黏合劑
38241000 鑄模或鑄心用之配成黏合劑
382430   未經凝聚之金屬碳化物混合物或其與金屬黏結劑混合者
38243000 未經凝聚之金屬碳化物混合物或其與金屬黏結劑混合者
382440   水泥、灰泥或混凝土用之配成添加劑
38244000 水泥、灰泥或混凝土用之配成添加劑
382450   非耐火之灰泥及混凝土
38245000 非耐火之灰泥及混凝土
382460   山梨醇，第２９０５．４４目物品除外
38246000 山梨醇，第２９０５４４目物品除外
38247    －含甲烷、乙烷或丙烷之鹵化衍生物之混合物：
382471   含氟氯碳化合物（ＣＦＣｓ），不論是否含氟氯烴（ＨＣＦＣｓ），全氟碳化合物（ＰＦＣｓ）或氟碳烴化合物（ＨＦＣｓ）
38247100 含氟氯碳化合物（ＣＦＣｓ），不論是否含氟氯烴（ＨＣＦＣｓ），全氟碳化合物（ＰＦＣｓ）或氟碳烴化合物（ＨＦＣｓ）
382472   含溴氯二氟甲烷，溴三氟甲烷或四氟二溴乙烷
38247200 含溴氯二氟甲烷，溴三氟甲烷或四氟二溴乙烷
382473   含氟溴烴（ＨＢＦＣｓ）
38247300 含氟溴烴（ＨＢＦＣｓ）之鹵化衍生物之混合物
382474   含氟氯烴（ＨＣＦＣｓ），不論是否含全氟碳烴化合物（ＰＦＣｓ）或氟碳烴化合物（ＨＦＣｓ）之混合物，但不含氟氯碳化合物（ＣＦＣｓ）
38247400 含氟氯烴（ＨＣＦＣｓ），不論是否含全氟碳烴化合物（ＰＦＣｓ）或氟碳烴化合物（ＨＦＣｓ）之混合物，但不含氟氯碳化合物（ＣＦＣｓ）之混合物
382475   含四氯化碳
38247500 含四氯化碳之混合物
382476   含１，１，１－三氯乙烷（甲基氯仿）
38247600 含１，１，１－三氯乙烷（甲基氯仿）之混合物
382477   含溴甲烷（溴化甲烷）或溴氯甲烷
38247700 含溴甲烷（溴化甲烷）或溴氯甲烷之混合物
382478   含全氟碳化物（ＰＦＣｓ）或氟碳烴化合物（ＨＦＣｓ）之混合物，但不含氟氯碳化合物（ＣＦＣｓ）或氟氯碳氫化合物
38247800 含全氟碳化物（ＰＦＣｓ）或氟碳烴化合物（ＨＦＣｓ）之混合物，但不含氟氯碳化合物（ＣＦＣｓ）或氟氯碳氫化合物
382479   其他
38247900 其他含甲烷、乙烷或丙烷之鹵化衍生物之混合物
38248    －本章目註三所列特定物質：
382481   含環氧乙烷
38248100 含環氧乙烷之混合物及製品
382482   含多氯聯苯（ＰＣＢＳ）、多氯三聯苯（ＰＣＴＳ）或多溴聯苯（ＰＢＢＳ）
38248210 含多氯聯苯（ＰＣＢＳ）、多氯三聯苯（ＰＣＴＳ）或多溴聯苯（ＰＢＢＳ）非屬礦物油之電容器油
38248290 其他含多氯聯苯（ＰＣＢＳ）、多氯三聯苯（ＰＣＴＳ）或多溴聯苯（ＰＢＢＳ）之混合物及製品
382483   含三（２，３－二溴丙基）磷酸鹽
38248300 含三（２，３－二溴丙基）磷酸鹽之混合物及製品
382484   含阿特靈（ＩＳＯ）， 毒殺芬（ＩＳＯ）（氯化茨烯）， 氯丹（ＩＳＯ），十氯酮（ＩＳＯ）， 滴滴涕（ＩＳＯ）（ＤＤＴ （ＩＮＮ）， １，１，１－三氯－２，２－雙－（對氯苯）乙烷）， 地特靈（ＩＳＯ，ＩＮＮ）， 安殺番（ＩＳＯ）， 安特靈（ＩＳＯ），飛佈達（ＩＳＯ）或滅蟻樂（ＩＳＯ）
38248400 含阿特靈（ＩＳＯ）， 毒殺芬（ＩＳＯ）（氯化茨烯）， 氯丹（ＩＳＯ），十氯酮（ＩＳＯ）， 滴滴涕（ＩＳＯ）（ＤＤＴ（ＩＮＮ）， １，１，１－三氯－２，２－雙－（對氯苯）乙烷）， 地特靈（ＩＳＯ，ＩＮＮ）， 安殺番（ＩＳＯ）， 安特靈（ＩＳＯ），飛佈達（ＩＳＯ）或滅蟻樂（ＩＳＯ）之混合物及製品
382485   含１，２，３，４，５，６－六氯環己烷（ＨＣＨ （ＩＳＯ))，包括靈丹（ＩＳＯ，ＩＮＮ)
38248500 含１，２，３，４，５，６－六氯環己烷（ＨＣＨ （ＩＳＯ）），包括靈丹（ＩＳＯ，ＩＮＮ）之混合物及製品
382486   含五氯苯（ＩＳＯ）或六氯苯（ＩＳＯ）
38248600 含五氯苯（ＩＳＯ）或六氯苯（ＩＳＯ）之混合物及製品
382487   含全氟辛烷磺酸，及其鹽類、全氟辛烷磺醯胺或全氟辛烷磺醯氟
38248700 含全氟辛烷磺酸，及其鹽類、全氟辛烷磺醯胺或全氟辛烷磺醯氟之混合物及製品
382488   含四溴二苯醚、五溴二苯醚、六溴二苯醚、七溴二苯醚或八溴二苯醚
38248800 含四溴二苯醚、五溴二苯醚、六溴二苯醚、七溴二苯醚或八溴二苯醚之混合物及製品
38249    －其他
382491   主要含有甲膦酸甲基（５－乙基－２－甲基－２－氧代－１，３，２－二氧磷雜環己－５－基)甲酯及甲膦酸雙[（５－乙基－２－甲基－２－氧代－１，３，２－二氧磷雜環己－５－基)甲基]酯之混合物及製品
38249100 主要含有甲膦酸甲基（５－乙基－２－甲基－２－氧代－１，３，２－二氧磷雜環己－５－基）甲酯及甲膦酸雙[（５－乙基－２－甲基－２－氧代－１，３，２－二氧磷雜環己－５－基）甲基]酯之混合物及製品
382499   其他
38249911 氧化鎂或鹼及鹼土金屬之鹵化物之培養晶體（屬於光學者除外）其重量在２．５公克以上者
38249912 雜醇油
38249913 Ｃ４－Ｃ９醇類混合物
38249914 含起始劑之二乙二醇雙丙烯碳酸酯
38249915 含雙羥乙氧羰苯磺酸鈉之乙二醇溶液
38249916 氨氣液
38249921 已耗用之氧化物
38249922 鈦酸鋇糊
38249923 非屬礦物油之電容器油
38249924 膠點帶
38249925 浮選劑
38249926 氧氣呼吸器用清淨劑
38249931 脫墨劑
38249932 電極糊
38249933 石棉熱浸塗料
38249934 燒窯示溫器（例如賽格圓椎體）
38249941 修正液
38249942 二聚脂肪酸、三聚脂肪酸
38249943 複寫用膏
38249944 離子交換劑
38249951 飼料添加物（不含藥物成分者）
38249952 非屬第３１章之化學肥料
38249953 經調配之植物生長介質
38249960 聚多元醇混合物，寡聚物
38249970 鐵氧體磁心材料
38249980 化妝用品，未加香料非供立即使用者
38249991 膨脹破裂劑
38249992 環烷酸及其不溶於水之鹽類及酯類之混合物及製品
38249999 其他化學或相關工業之未列名化學品及化學製品（包括天然產品混合物）
3825     化學或相關工業未列名殘餘物；都市廢棄物；污水下水道污泥；本章註６所述之其他廢棄物
382510   都市廢棄物
38251000 都市廢棄物
382520   污水下水道污泥
38252000 污水下水道污泥
382530   醫療廢棄物
38253000 醫療廢棄物
38254    －廢有機溶劑
382541   含鹵化物者
38254100 含鹵化物之廢有機溶劑
382549   其他
38254900 其他廢有機溶劑
382550   金屬浸洗液、液壓油、剎車油及抗凍液之廢棄物
38255000 金屬浸洗液、液壓油、剎車油及抗凍液之廢棄物
38256    －化學或相關工業之其他廢棄物
382561   主要含有機成分者
38256100 主要含有機成分之化學或相關工業之其他廢棄物
382569   其他
38256900 其他化學或相關工業之其他廢棄物
382590   其他
38259000 其他化學或相關工業未列名殘餘物
3826     生質柴油及其混合物，不含或含石油或提自瀝青礦物之油類，以重量計低於７０％者
382600   生質柴油及其混合物，不含或含石油或提自瀝青礦物之油類，以重量計低於７０％者
38260000 生質柴油及其混合物，不含或含石油或提自瀝青礦物之油類，以重量計低於７０％者
39       第３９章　塑膠及其製品
3901     乙烯之聚合物，初級狀態
390110   比重小於０．９４之聚乙烯
39011000 比重小於０．９４之聚乙烯，初級狀態
390120   比重等於０．９４或大於０．９４之聚乙烯
39012000 比重等於０．９４或大於０．９４之聚乙烯，初級狀態
390130   乙烯－醋酸乙烯之共聚合物
39013000 乙烯－醋酸乙烯之共聚合物，初級狀態
390140   比重小於０．９４之乙烯-α-烯烴共聚合物
39014000 比重小於０．９４之乙烯-α-烯烴共聚合物，初級狀態
390190   其他
39019010 氯化聚乙烯，初級狀態
39019090 其他乙烯之聚合物，初級狀態
3902     丙烯或其他烯烴之聚合物，初級狀態
390210   聚丙烯
39021000 聚丙烯，初級狀態
390220   聚異丁烯
39022000 聚異丁烯，初級狀態
390230   丙烯共聚合物
39023000 丙烯共聚合物，初級狀態
390290   其他
39029010 氯化聚丙烯，初級狀態
39029020 氯化聚丁烯，初級狀態
39029090 其他烯烴之聚合物，初級狀態
3903     苯乙烯之聚合物，初級狀態
39031    －聚苯乙烯︰
390311   發泡級
39031100 發泡級聚苯乙烯
390319   其他
39031900 其他聚苯乙烯，初級狀態
390320   苯乙烯－丙烯腈（ＳＡＮ）共聚合物
39032000 苯乙烯－丙烯腈共聚合物，初級狀態
390330   丙烯腈－丁二烯－苯乙烯（ＡＢＳ）共聚合物
39033000 丙烯腈－丁二烯－苯乙烯（ＡＢＳ）共聚合物，初級狀態
390390   其他
39039010 甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態
39039020 多孔型苯乙烯與二乙烯苯共聚合物、氯甲基化苯乙烯與二乙烯苯共聚合物、胺甲基化苯乙烯與二乙烯苯共聚合物等三種離子交換樹脂中間體
39039090 其他苯乙烯之聚合物，初級狀態
3904     氯乙烯或其他鹵化烯烴之聚合物，初級狀態
390410   聚氯乙烯，未與任何其他物質混合者
39041000 聚氯乙烯，未與任何其他物質混合者，初級狀態
39042    －其他聚氯乙烯︰
390421   未塑化
39042100 未塑化聚氯乙烯，初級狀態
390422   已塑化
39042200 已塑化聚氯乙烯，初級狀態
390430   氯乙烯－醋酸乙烯共聚合物
39043000 氯乙烯－醋酸乙烯共聚合物，初級狀態
390440   其他氯乙烯共聚合物
39044000 其他氯乙烯共聚合物，初級狀態
390450   氯亞乙烯共聚合物
39045000 氯亞乙烯共聚合物，初級狀態
39046    －含氟聚合物︰
390461   聚四氟乙烯
39046100 聚四氟乙烯，初級狀態
390469   其他
39046900 其他含氟聚合物，初級狀態
390490   其他
39049000 其他氯乙烯或其他鹵化烯烴之聚合物，初級狀態
3905     醋酸乙烯或其他乙烯酯之聚合物，初級狀態；其他初級狀態之乙烯基聚合物
39051    －聚醋酸乙烯︰
390512   水性分散液
39051200 聚醋酸乙烯水性分散液
390519   其他
39051900 其他聚醋酸乙烯，初級狀態
39052    －醋酸乙烯共聚合物︰
390521   水性分散液
39052100 醋酸乙烯共聚合物水性分散液
390529   其他
39052900 其他醋酸乙烯共聚合物，初級狀態
390530   聚乙烯醇，不論是否含有未經水解之醋酸基
39053000 聚乙烯醇，不論是否含有未經水解之醋酸基
39059    －其他︰
390591   共聚合物
39059100 其他乙烯酯之共聚合物或其他乙烯基共聚合物，初級狀態
390599   其他
39059910 聚乙烯醚
39059920 聚乙烯縮丁醛
39059990 其他乙烯酯之聚合物或其他乙烯基聚合物，初級狀態
3906     丙烯酸聚合物，初級狀態
390610   聚甲基丙烯酸甲酯
39061010 聚甲基丙烯酸甲酯粒，初級狀態
39061020 聚甲基丙烯酸甲酯乳液，初級狀態
390690   其他
39069010 其他丙烯酸聚合物粒，初級狀態
39069090 其他丙烯酸聚合物乳液，初級狀態
3907     聚縮醛，其他聚醚及環氧樹脂，初級狀態；聚碳酸樹脂，醇酸樹脂，聚丙烯酯及其他聚酯，初級狀態
390710   聚縮醛
39071000 聚縮醛，初級狀態
390720   其他聚醚
39072010 聚乙二醇，初級狀態
39072020 聚丙二醇，初級狀態
39072030 聚氧化二甲苯
39072090 其他聚醚，初級狀態
390730   環氧樹脂
39073010 丙二酚型環氧樹脂
39073020 酚醛清漆樹脂型環氧樹脂
39073090 其他環氧樹脂，初級狀態
390740   聚碳酸樹脂
39074000 聚碳酸樹脂，初級狀態
390750   醇酸樹脂
39075000 醇酸樹脂，初級狀態
39076    －聚對苯二甲酸乙烯酯
390761   黏度值等於或高於７８ｍｌ／ｇ
39076100 黏度值等於或高於７８ｍｌ／ｇ之聚對苯二甲酸乙烯酯，初級狀態
390769   其他
39076900 其他聚對苯二甲酸乙烯酯，初級狀態
390770   聚乳酸
39077000 聚乳酸，初級狀態
39079    －其他聚酯︰
390791   不飽和者
39079100 其他聚酯，不飽和者，初級狀態
390799   其他
39079910 聚對苯二甲酸二丁酯，初級狀態
39079920 熱塑性液晶芳香族聚酯共聚合物
39079990 其他聚酯，飽和者，初級狀態
3908     聚醯胺，初級狀態
390810   聚醯胺－６，　－１１，　－１２，　－６，６，　－６，９，　－６，１０或　－６，１２
39081010 聚醯胺６（尼龍６）
39081020 聚醯胺６，６（尼龍６，６）
39081030 聚醯胺－１１，－１２，－６，９，－６，１０或－６，１２
390890   其他
39089000 其他聚醯胺，初級狀態
3909     胺基樹脂、酚樹脂及聚胺基甲酸乙酯，初級狀態
390910   尿素樹脂；硫脲樹脂
39091000 尿素樹脂或硫脲樹脂，初級狀態
390920   三聚氰胺樹脂
39092000 三聚氰胺樹脂，初級狀態
39093    －其他胺基樹脂
390931   聚（亞甲基苯基異氰酸酯）（粗ＭＤＩ，聚合ＭＤＩ）
39093110 聚（亞甲基苯基異氰酸酯）（平均單體數小於4之聚合物），初級狀態
39093190 其他聚（亞甲基苯基異氰酸酯），初級狀態
390939   其他
39093900 其他胺基樹脂，初級狀態
390940   酚樹脂
39094000 酚樹脂，初級狀態
390950   聚胺基甲酸乙酯
39095000 聚胺基甲酸乙酯，初級狀態
3910     聚矽氧，初級狀態
391000   聚矽氧，初級狀態
39100010 矽油
39100020 矽油膏
39100030 矽樹脂
39100040 矽橡膠
39100090 其他聚矽氧，初級狀態
3911     未列名石油樹脂、薰草酮樹脂、多萜烯、多硫化合物、聚碸及其他符合本章註三之產品，初級狀態
391110   石油樹脂、薰草酮、或薰草酮樹脂及多萜烯
39111010 石油樹脂
39111020 呋喃樹脂
39111090 其他薰草酮、或薰草酮樹脂及多萜烯
391190   其他
39119010 聚碸
39119030 聚醯亞胺
39119040 聚矽烷
39119090 其他符合本章註三之產品，初級狀態
3912     未列名纖維素及其化學衍生物，初級狀態
39121    －醋酸纖維素︰
391211   未塑化
39121100 未塑化醋酸纖維素，初級狀態
391212   已塑化
39121200 已塑化醋酸纖維素，初級狀態
391220   硝化纖維素（包括膠棉）
39122000 硝化纖維素（包括膠棉），初級狀態
39123    －纖維素醚︰
391231   羧甲基纖維素及其鹽類
39123100 羧甲基纖維素及其鹽類，初級狀態
391239   其他
39123910 甲基纖維素
39123920 乙基纖維素
39123990 其他纖維素醚，初級狀態
391290   其他
39129000 其他纖維素及其化學衍生物，初級狀態
3913     未列名天然聚合物（例如藻酸）及改質天然聚合物（例如硬化蛋白質，天然橡膠之化學衍生物），初級狀態
391310   藻酸、藻酸鹽類及酯類
39131010 藻酸，初級狀態
39131020 藻酸鹽類及酯類，初級狀態
391390   其他
39139010 硬化蛋白質
39139021 氯化天然橡膠
39139029 其他天然橡膠之化學衍生物
39139090 其他天然聚合物及改質天然聚合物，初級狀態
3914     以第３９０１至３９１３節之聚合物為基料之離子交換樹脂，初級狀態
391400   以第３９０１至３９１３節之聚合物為基料之離子交換樹脂，初級狀態
39140000 以第３９０１至３９１３節之聚合物為基料之離子交換樹脂，初級狀態
3915     塑膠廢料、剝屑及碎片
391510   乙烯聚合物
39151000 乙烯聚合物之廢料、剝屑及碎片
391520   苯乙烯聚合物
39152000 苯乙烯聚合物之廢料、剝屑及碎片
391530   氯乙烯聚合物
39153000 氯乙烯聚合物之廢料、剝屑及碎片
391590   其他塑膠
