HS_NO     NOTE
5306     亞麻紗
530610   單股紗
53061000 亞麻單股紗
530620   多股（合股）或粗股紗
53062000 亞麻多股（合股）或粗股紗
5307     第５３０３節之黃麻或其他紡織用靱皮纖維之紗
530710   單股紗
53071010 黃麻單股紗
53071090 其他紡織用韌皮纖維單股紗
530720   多股（合股）或粗股紗
53072010 黃麻多股（合股）或粗股紗
53072090 其他紡織用韌皮纖維多股（合股）或粗股紗
5308     其他紡織用植物纖維紗；紙紗
530810   椰殼纖維紗
53081000 椰殼纖維紗
530820   大麻紗
53082000 大麻紗
530890   其他
53089010 紙紗
53089090 其他紡織用植物纖維紗
5309     亞麻梭織物
53091    －含亞麻重量在８５％及以上者︰
530911   未漂白或漂白者
53091100 未漂白或漂白亞麻梭織物，含亞麻重量在８５％及以上者
530919   其他
53091900 其他亞麻梭織物，含亞麻重量在８５％及以上者
53092    －含亞麻重量未達８５％者︰
530921   未漂白或漂白者
53092100 未漂白或漂白亞麻梭織物，含亞麻重量未達８５％者
530929   其他
53092900 其他亞麻梭織物，含亞麻重量未達８５％者
5310     第５３０３節之黃麻或其他供紡織用靱皮纖維之梭織物
531010   未漂白者
53101000 未漂白黃麻或其他供紡織用韌皮纖維之梭織物
531090   其他
53109000 其他黃麻或其他供紡織用韌皮纖維梭織物
5311     其他植物纖維梭織物；紙紗之梭織物
531100   其他植物纖維梭織物；紙紗之梭織物
53110010 紙紗之梭織物
53110020 苧麻梭織物
53110090 其他植物纖維梭織物
54       第５４章　人造纖維絲；人造紡織材料之扁條及類似品
5401     人造纖維絲製之縫紉線，不論是否供零售用者
540110   合成纖維絲製
54011010 外科手術用線，合成纖維絲製
54011090 其他合成纖維絲製之縫紉線，不論是否供零售用者
540120   再生纖維絲製
54012000 再生纖維絲製之縫紉線，不論是否供零售用者
5402     合成纖維絲紗（縫紉線除外），包括支數未達６７分德士（６０．３丹尼）之合成纖維單絲，非供零售用者
54021    －高強力尼龍或其他聚醯胺紗，不論是否經過加工：
540211   芳香族聚醯胺製
54021100 高強力芳香族聚醯胺絲紗，不論是否經過加工，非供零售用者
540219   其他
54021900 其他高強力尼龍或聚醯胺絲紗，不論是否經過加工，非供零售用者
540220   高強力聚酯紗，不論是否經過加工
54022000 高強力聚酯絲紗，不論是否經過加工，非供零售用者
54023    －加工紗︰
540231   尼龍或其他聚醯胺製，每單股紗支數不超過５０德士（即４５０丹尼）者
54023100 尼龍或其他聚醯胺加工絲紗，每單股絲紗支數不超過５０德士（即４５０丹尼），非供零售用者
540232   尼龍或其他聚醯胺製，每單股紗支數超過５０德士（即４５０丹尼）者
54023200 尼龍或其他聚醯胺加工絲紗，每單股絲紗支數超過５０德士（即４５０丹尼），非供零售用者
540233   聚酯製
54023300 聚酯加工絲紗，非供零售用者
540234   聚丙烯製
54023400 聚丙烯加工絲紗，非供零售用者
540239   其他
54023900 其他合成纖維製之加工絲紗，非供零售用者
54024    －其他未加撚或撚度每公尺不超過５０撚之單股紗︰
540244   彈性者
54024410 其他未加撚或撚度每公尺不超過５０撚之尼龍或其他聚醯胺單股彈性絲紗，非供零售用者
54024420 其他未加撚或撚度每公尺不超過５０撚之聚酯半延伸單股彈性絲紗，非供零售用者
54024430 其他未加撚或撚度每公尺不超過５０撚之其他聚酯單股彈性絲紗，非供零售用者
54024490 其他未加撚或撚度每公尺不超過５０撚之其他合成纖維單股彈性絲紗，非供零售用者
540245   其他，尼龍或其他聚醯胺製
54024500 其他未加撚或撚度每公尺不超過５０撚之其他尼龍或其他聚醯胺單股絲紗，非供零售用者
540246   其他，聚酯製，半延伸者
54024600 其他未加撚或撚度每公尺不超過５０撚之其他聚酯半延伸單股絲紗，非供零售用者
540247   其他，聚酯製
54024700 其他未加撚或撚度每公尺不超過５０撚之其他聚酯單股絲紗，非供零售用者
540248   其他，聚丙烯製
54024800 其他未加撚或撚度每公尺不超過５０撚之其他聚丙烯單股絲紗，非供零售用者
540249   其他
54024900 其他未加撚或撚度每公尺不超過５０撚之其他合成纖維單股絲紗，非供零售用者
54025    －其他撚度每公尺超過５０撚之單股絲紗︰
540251   尼龍或其他聚醯胺製
54025100 其他撚度每公尺超過５０撚之尼龍或其他聚醯胺單股絲紗，非供零售用者
540252   聚酯製
54025200 其他撚度每公尺超過５０撚之聚酯單股絲紗，非供零售用者
540253   聚丙烯製
54025300 其他撚度每公尺超過５０撚之聚丙烯單股絲紗，非供零售用者
540259   其他
54025900 其他撚度每公尺超過５０撚之其他合成纖維單股絲紗，非供零售用者
54026    －其他多股（合股）或粗股紗︰
540261   尼龍或其他聚醯胺製
54026100 尼龍或其他聚醯胺纖維製之其他多股（合股）或粗股絲紗，非供零售用者
540262   聚酯製
54026200 聚酯纖維製之其他多股（合股）或粗股絲紗，非供零售用者
540263   聚丙烯製
54026300 聚丙烯纖維製之其他多股（合股）或粗股絲紗，非供零售用者
540269   其他
54026900 其他合成纖維製之其他多股（合股）或粗股絲紗，非供零售用者
5403     再生纖維絲紗（縫紉線除外），包括支數未達６７分德士（即６０．３丹尼）之再生纖維單絲，非供零售用者
540310   高強力黏液嫘縈絲
54031000 高強力黏液嫘縈絲紗，非供零售用者
54033    －其他單股紗︰
540331   黏液嫘縈製，未加撚或撚度每公尺不超過１２０撚者
54033110 未加撚或撚度每公尺不超過１２０撚之黏液嫘縈纖維製單股加工絲紗，非供零售用者
54033190 其他未加撚或撚度每公尺不超過１２０撚之其他單股黏液嫘縈絲紗，非供零售用者
540332   黏液嫘縈製，撚度每公尺超過１２０撚者
54033210 撚度每公尺超過１２０撚之黏液嫘縈纖維製單股加工絲紗，非供零售用者
54033290 其他撚度每公尺超過１２０撚之其他單股黏液嫘縈絲紗，非供零售用者
540333   醋酸纖維製
54033310 醋酸纖維製之單股加工絲紗，非供零售用者
54033390 其他醋酸纖維製之其他單股絲紗，非供零售用者
540339   其他
54033910 其他再生纖維製之單股加工絲紗，非供零售用者
54033990 其他再生纖維製之單股絲紗，非供零售用者
54034    －其他多股（合股）或粗股紗︰
540341   黏液嫘縈製
54034110 黏液嫘縈纖維製之多股（合股）或粗股加工絲紗，非供零售用者
54034190 其他黏液嫘縈製之其他多股（合股）或粗股絲紗，非供零售用者
540342   醋酸纖維製
54034210 醋酸纖維製之多股（合股）或粗股加工絲紗，非供零售用者
54034290 其他醋酸纖維製之其他多股（合股）或粗股絲紗，非供零售用者
540349   其他
54034910 其他再生纖維製之多股（合股）或粗股加工絲紗，非供零售用者
54034990 其他再生纖維製之其他多股（合股）或粗股絲紗，非供零售用者
5404     合成纖維單絲，支數６７分德士（即６０．３丹尼）及以上，其橫斷面不超過１公釐者；合成紡織材料製扁條及類似品（例如人造草），其寬度不超過５公釐者
54041    －單絲：
540411   彈性者
54041110 彈性合成纖維製單絲，供製輪胎簾布用
54041190 其他彈性合成纖維單絲，支數在６７分德士（即６０．３丹尼）及以上，其橫斷面不超過１公釐者
540412   其他，聚丙烯製
54041210 彈性者除外之其他聚丙烯纖維製單絲，供製輪胎簾布用
54041290 彈性者除外之其他聚丙烯纖維單絲，支數在６７分德士（即６０．３丹尼）及以上，其橫斷面不超過１公釐者
540419   其他
54041910 其他合成纖維製單絲，供製輪胎簾布用
54041990 其他合成纖維單絲，支數在６７分德士（即６０．３丹尼）及以上，其橫斷面不超過１公釐者
540490   其他
54049010 未消毒仿貓腸線，合成纖維絲製
54049090 其他合成紡織材料製扁條及類似品（例如人造草），其寬度不超過５公釐者
5405     再生纖維單絲，支數在６７分德士（即６０．３丹尼）及以上，其橫斷面不超過１公釐者；再生紡織材料製扁條及類似品（例如人造草），其寬度不超過５公釐者
540500   再生纖維單絲，支數在６７分德士（即６０．３丹尼）及以上，其橫斷面不超過１公釐者；再生紡織材料製扁條及類似品（例如人造草），其寬度不超過５公釐者
54050010 再生纖維單絲，支數在６７分德士（即６０．３丹尼）及以上，其橫斷面不超過１公釐者
54050090 再生紡織材料製扁條及類似品（例如人造草），其寬度不超過五公釐者
5406     人造纖維絲紗（縫紉線除外），供零售用者
540600   人造纖維絲紗（縫紉線除外），供零售用者
54060011 合成纖維加工絲紗，供零售用者
54060019 其他合成纖維絲紗，供零售用者
54060021 嫘縈絲紗，供零售用者
54060022 醋酸纖維絲紗，供零售用者
54060029 其他再生纖維絲紗，供零售用者
5407     合成纖維絲紗梭織物，包括以第５４０４節材料製成之梭織物
540710   高強力尼龍或其他聚醯胺或聚酯紗製之梭織物
54071000 高強力之尼龍或其他聚醯胺或聚酯紗製之梭織物
540720   扁條或類似物之梭織物
54072000 合成紡織材料製扁條或類似物之梭織物
540730   第十一類註九之織物
54073000 第十一類註九之織物
54074    －其他梭織物，含尼龍或其他聚醯胺絲重量在８５％及以上者︰
540741   未漂白或漂白者
54074110 其他本色（未漂白）梭織物，含尼龍或其他聚醯胺絲重量在８５％及以上者
54074120 其他漂白梭織物，含尼龍或其他聚醯胺絲重量在８５％及以上者
540742   染色者
54074200 其他染色梭織物，含尼龍或其他聚醯胺絲重量在８５％及以上者
540743   異色紗織成者
54074300 其他異色紗織成之梭織物，含尼龍或其他聚醯胺絲重量在８５％及以上者
540744   印花者
54074400 其他印花梭織物，含尼龍或其他聚醯胺絲重量在８５％及以上者
54075    －其他梭織物，含聚酯加工絲重量在８５％及以上者︰
540751   未漂白或漂白者
54075110 其他本色（未漂白）梭織物，含聚酯加工絲重量在８５％及以上者
54075120 其他漂白梭織物，含聚酯加工絲重量在８５％及以上者
540752   染色者
54075200 其他染色梭織物，含聚酯加工絲重量在８５％及以上者
540753   異色紗織成者
54075300 其他異色紗織成之梭織物，含聚酯加工絲重量在８５％及以上者
540754   印花者
54075400 其他印花梭織物，含聚酯加工絲重量在８５％及以上者
54076    －其他梭織物，含聚酯絲重量在８５％及以上者︰
540761   含聚酯非加工絲重量在８５％及以上者
54076110 其他本色（未漂白）梭織物，含聚酯非加工絲重量在８５％及以上者
54076190 其他梭織物，含聚酯非加工絲重量在８５％及以上者
540769   其他
54076910 其他本色（未漂白）梭織物，含聚酯絲重量在８５％及以上者
54076990 其他梭織物，含聚酯絲重量在８５％及以上者
54077    －其他梭織物，含合成纖維絲重量在８５％及以上者︰
540771   未漂白或漂白者
54077110 其他本色（未漂白）梭織物，含合成纖維絲重量在８５％及以上者
54077121 水溶布（聚乙烯醇合成纖維布）
54077129 其他漂白梭織物，含合成纖維絲重量在８５％及以上者
540772   染色者
54077210 水溶布（聚乙烯醇合成纖維布）
54077290 其他染色梭織物，含合成纖維絲重量在８５％及以上者
540773   異色紗織成者
54077300 其他異色紗織成之梭織物，含合成纖維絲重量在８５％及以上者
540774   印花者
54077400 其他印花梭織物，含合成纖維絲重量在８５％及以上者
54078    －主要或單獨與棉花混製成之其他梭織物，含合成纖維絲重量未達８５％者︰
540781   未漂白或漂白者
54078110 其他本色（未漂白）梭織物，含合成纖維絲重量未達８５％，主要或單獨與棉花混製成者
54078120 其他漂白梭織物，含合成纖維絲重量未達８５％，主要或單獨與棉花混製成者
540782   染色者
54078200 其他染色梭織物，含合成纖維絲重量未達８５％，主要或單獨與棉花混製成者
540783   異色紗織成者
54078300 其他異色紗織成之梭織物，含合成纖維絲重量未達８５％，主要或單獨與棉花混製成者
540784   印花者
54078400 其他印花梭織物，含合成纖維絲重量未達８５％，主要或單獨與棉花混製成者
54079    －其他梭織物︰
540791   未漂白或漂白者
54079110 合成纖維絲製之其他本色（未漂白）梭織物
54079120 合成纖維絲製其他漂白梭織物
540792   染色者
54079200 合成纖維絲製其他染色梭織物
540793   異色紗織成者
54079300 合成纖維絲製其他異色紗織成之梭織物
540794   印花者
54079400 合成纖維絲製其他印花梭織物
5408     再生纖維絲紗梭織物，包括以第５４０５節材料製成之梭織物
540810   高強力黏液嫘縈紗梭織物
54081000 高強力黏液嫘縈紗梭織物
54082    －含再生纖維絲、扁條或類似品重量在８５％及以上之其他梭織物︰
540821   未漂白或漂白者
54082110 其他本色（未漂白）梭織物，含再生纖維絲、扁條或類似品重量在８５％及以上者
54082120 其他漂白梭織物，含再生纖維絲、扁條或類似品重量在８５％及以上者
540822   染色者
54082200 其他染色梭織物，含再生纖維絲、扁條或類似品重量在８５％及以上者
540823   異色紗織成者
54082300 其他異色紗織成之梭織物，含再生纖維絲、扁條或類似品重量在８５％及以上者
540824   印花者
54082400 其他印花梭織物，含再生纖維絲、扁條或類似品重量在８５％及以上者
54083    －其他梭織物︰
540831   未漂白或漂白者
54083110 再生纖維絲製之其他本色（未漂白）梭織物
54083120 再生纖維絲製之其他漂白梭織物
540832   染色者
54083200 再生纖維絲製之其他染色梭織物
540833   異色紗織成者
54083300 再生纖維絲製之其他異色紗織成之梭織物
540834   印花者
54083400 再生纖維絲製之其他印花梭織物
55       第５５章　人造纖維棉
5501     合成纖維絲束
550110   尼龍或其他聚醯胺製
55011000 尼龍或其他聚醯胺纖維絲束
550120   聚酯製
55012000 聚酯纖維絲束
550130   聚丙烯腈或改質聚丙烯腈製
55013000 聚丙烯腈或改質聚丙烯腈纖維絲束
550140   聚丙烯製
55014000 聚丙烯纖維絲束
550190   其他
55019000 其他合成纖維絲束
5502     再生纖維絲束
550210   醋酸纖維素製
55021000 醋酸纖維素絲束
550290   其他
55029000 其他再生纖維絲束
5503     未初梳、未精梳或未另行處理以供紡製用之合成纖維棉
55031    －尼龍或其他聚醯胺製
550311   芳香族聚醯胺製
55031100 芳香族聚醯胺纖維棉，未初梳、未精梳或未另行處理以供紡製用者
550319   其他
55031900 尼龍或其他聚醯胺纖維棉，未初梳、未精梳或未另行處理以供紡製用者
550320   聚酯製
55032000 聚酯纖維棉，未初梳、未精梳或未另行處理以供紡製用者
550330   聚丙烯腈或改質聚丙烯腈製
55033000 聚丙烯腈或改質聚丙烯腈纖維棉，未初梳、未精梳或未另行處理以供紡製用者
550340   聚丙烯製
55034000 聚丙烯纖維棉，未初梳、未精梳或未另行處理以供紡製用者
550390   其他
55039010 供製工業用不織布研磨材料用合成纖維棉
55039090 其他合成纖維棉，未初梳、未精梳或未另行處理以供紡製用者
5504     未初梳、未精梳或未另行處理以供紡製用之再生纖維棉
550410   黏液嫘縈製
55041000 黏液嫘縈纖維棉，未初梳、未精梳或未另行處理以供紡製用者
550490   其他
55049000 其他再生纖維棉，未初梳、未精梳或未另行處理以供紡製用者
5505     人造纖維廢料（包括下腳、廢料及經拉鬆處理之回收纖維）
550510   合成纖維製
55051000 合成纖維廢料
550520   再生纖維製
55052000 再生纖維廢料
5506     已初梳、已精梳或已另行處理以供紡製用之合成纖維棉
550610   尼龍或其他聚醯胺製
55061000 尼龍或其他聚醯胺纖維棉，已初梳、已精梳或已另行處理以供紡製用者
550620   聚酯製
55062000 聚酯纖維棉，已初梳、已精梳或已另行處理以供紡製用者
550630   聚丙烯腈或改質聚丙烯腈製
55063000 聚丙烯腈或改質聚丙烯腈纖維棉，已初梳、已精梳或已另行處理以供紡製用者
550640   聚丙烯製
55064000 聚丙烯纖維棉，已初梳、已精梳或已另行處理以供紡製用者
550690   其他
55069000 其他合成纖維棉，已初梳、已精梳或已另行處理以供紡製用者
5507     已初梳、已精梳或已另行處理以供紡製用之再生纖維棉
550700   已初梳、已精梳或已另行處理以供紡製用之再生纖維棉
55070000 已初梳、已精梳或已另行處理以供紡製用之再生纖維棉
5508     不論是否供零售用之人造纖維棉製之縫紉線
550810   合成纖維棉製
55081000 合成纖維棉製縫紉線，不論是否供零售用者
550820   再生纖維棉製
55082000 再生纖維棉製縫紉線，不論是否供零售用者
5509     非供零售用之合成纖維棉紗（縫紉線除外）
55091    －含尼龍或其他聚醯胺纖維棉重量在８５％及以上者︰
550911   單股紗
55091100 單股紗，含尼龍或其他聚醯胺纖維棉重量在８５％及以上，非供零售用者
550912   多股（合股）或粗股紗
55091200 多股（合股）或粗股紗，含尼龍或其他聚醯胺纖維棉重量在８５％及以上，非供零售用者
55092    －含聚酯纖維棉重量在８５％及以上者︰
550921   單股紗
55092100 單股紗，含聚酯纖維棉重量在８５％及以上，非供零售用者
550922   多股（合股）或粗股紗
55092200 多股（合股）或粗股紗，含聚酯纖維棉重量在８５％及以上，非供零售用者
55093    －含聚丙烯腈或改質聚丙烯腈纖維棉重量在８５％及以上者︰
550931   單股紗
55093100 單股紗，含聚丙烯腈或改質聚丙烯腈纖維棉重量在８５％及以上，非供零售用者
550932   多股（合股）或粗股紗
55093200 多股（合股）或粗股紗，含聚丙烯腈或改質聚丙烯腈纖維棉重量在８５％及以上，非供零售用者
55094    －其他紗，含合成纖維棉重量在８５％及以上者︰
550941   單股紗
55094100 其他單股紗，含合成纖維棉重量在８５％及以上，非供零售用者
550942   多股（合股）或粗股紗
55094200 其他多股（合股）或粗股紗，含合成纖維棉重量在８５％及以上，非供零售用者
55095    －其他聚酯纖維棉紗︰
550951   主要或單獨與再生纖維棉混製者
55095100 其他聚酯纖維棉紗，主要或單獨與再生纖維棉混製者
550952   主要或單獨與羊毛或動物細毛混製者
55095200 其他聚酯纖維棉紗，主要或單獨與羊毛或動物細毛混製者
550953   主要或單獨與棉花混製之聚酯纖維棉紗
55095300 其他聚酯纖維棉紗，主要或單獨與棉花混製者
550959   其他
55095900 其他聚酯纖維棉紗
55096    －其他聚丙烯腈或改質聚丙烯腈纖維棉紗︰
550961   主要或單獨與羊毛或動物細毛混製者
55096100 其他聚丙烯腈或改質聚丙烯腈纖維棉紗，主要或單獨與羊毛或動物細毛混製者
550962   主要或單獨與棉花混製者
55096200 其他聚丙烯腈或改質聚丙烯腈纖維棉紗，主要或單獨與棉花混製者
550969   其他
55096900 其他聚丙烯腈或改質聚丙烯腈纖維棉紗
55099    －其他合成纖維棉紗︰
550991   主要或單獨與羊毛或動物細毛混製者
55099100 其他合成纖維棉紗，主要或單獨與羊毛或動物細毛混製者
550992   主要或單獨與棉花混製者
55099200 其他合成纖維棉紗，主要或單獨與棉花混製者
550999   其他
55099900 其他合成纖維棉紗
5510     非供零售用之再生纖維棉紗（縫紉線除外）
55101    －含再生纖維棉重量在８５％及以上者︰
551011   單股紗
55101100 單股紗，含再生纖維棉重量在８５％及以上，非供零售用者
551012   多股（合股）或粗股紗
55101200 多股（合股）或粗股紗，含再生纖維棉重量在８５％及以上，非供零售用者
551020   主要或單獨與羊毛或動物細毛混製之其他紗
55102000 其他再生纖維棉紗，主要或單獨與羊毛或動物細毛混製，非供零售用者
551030   主要或單獨與棉花混製之其他紗
55103000 其他再生纖維棉紗，主要或單獨與棉花混製，非供零售用者
551090   其他紗
55109000 其他再生纖維棉紗，非供零售用者
5511     供零售用之人造纖維棉紗（縫紉線除外）
551110   合成纖維棉製，含合成纖維重量在８５％及以上者
55111000 合成纖維棉紗，含合成纖維重量在８５％及以上，供零售用者
551120   合成纖維棉製，含合成纖維重量未達８５％者
55112000 合成纖維棉紗，含合成纖維重量未達８５％，供零售用者
551130   再生纖維棉製
55113000 再生纖維棉紗，供零售用者
5512     含合成纖維棉重量在８５％及以上之梭織物
55121    －含聚酯纖維棉重量在８５％及以上者︰
551211   未漂白或漂白者
55121110 含聚酯纖維棉重量在８５％及以上之本色（未漂白）梭織物
55121120 含聚酯纖維棉重量在８５％及以上之漂白梭織物
551219   其他
55121900 含聚酯纖維棉重量在８５％及以上之其他梭織物
55122    －含聚丙烯腈或改質聚丙烯腈纖維棉重量在８５％及以上者︰
551221   未漂白或漂白者
55122110 含聚丙烯腈或改質聚丙烯腈纖維棉重量在８５％及以上之本色（未漂白）梭織物
55122120 含聚丙烯腈或改質聚丙烯腈纖維棉重量在８５％及以上之漂白梭織物
551229   其他
55122900 含聚丙烯腈或改質聚丙烯腈纖維棉重量在８５％及以上之其他梭織物
55129    －其他︰
551291   未漂白或漂白者
55129110 含其他合成纖維棉重量在８５％及以上之本色（未漂白）梭織物
55129120 含其他合成纖維棉重量在８５％及以上之漂白梭織物
551299   其他
55129900 含其他合成纖維棉重量在８５％及以上之其他梭織物
5513     合成纖維棉梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克
55131    －未漂白或漂白者︰
551311   聚酯纖維棉製，平紋梭織者
55131110 本色（未漂白）聚酯纖維棉平紋梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
55131120 漂白平紋聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
551312   聚酯纖維棉製，三枚或四枚斜紋者，包括破斜紋者
55131210 ３枚或４枚斜紋本色（未漂白）梭織物，包括破斜紋梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
55131220 ３枚或４枚斜紋漂白梭織物，包括破斜紋梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
551313   其他聚酯纖維棉梭織物
55131310 其他本色（未漂白）聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
55131320 其他漂白聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
551319   其他梭織物
55131910 其他本色（未漂白）合成纖維棉梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
55131920 其他漂白合成纖維棉梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
55132    －染色者︰
551321   聚酯纖維棉製，平紋梭織者
55132100 染色平紋聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
551323   其他聚酯纖維棉梭織物
55132310 ３枚或４枚斜紋染色梭織物，包括破斜紋梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
55132390 其他染色聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
551329   其他梭織物
55132900 其他染色合成纖維棉梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
55133    －異色紗織成者︰
551331   聚酯纖維棉製，平紋梭織者
55133100 其他聚酯纖維棉異色紗織成之平紋梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
551339   其他合成纖維棉梭織物
55133910 ３枚或４枚斜紋異色紗織成之梭織物，包括破斜紋梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
55133920 其他聚酯纖維棉異色紗織成之梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
55133990 其他合成纖維棉異色紗織成之梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
55134    －印花者︰
551341   聚酯纖維棉製，平紋梭織者
55134100 印花平紋聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
551349   其他梭織物
55134910 ３枚或４枚斜紋印花梭織物，包括破斜紋梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
55134920 其他印花聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
55134990 其他印花合成纖維棉梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量不超過１７０公克者
5514     合成纖維棉梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
55141    －未漂白或漂白者︰
551411   聚酯纖維棉製，平紋梭織者
55141110 本色（未漂白）平紋聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
55141120 漂白平紋聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
551412   聚酯纖維棉製，三枚或四枚斜紋者，包括破斜紋者
55141210 本色（未漂白）３枚或４枚斜紋聚酯纖維棉梭織物，包括破斜紋織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
55141220 漂白３枚或４枚斜紋梭織物，包括破斜紋織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
551419   其他合成纖維梭織物
55141911 本色（未漂白）其他聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
55141919 其他本色（未漂白）其他合成纖維棉梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
55141921 漂白其他聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
55141929 其他漂白其他合成纖維棉梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
55142    －染色者︰
551421   聚酯纖維棉製，平紋梭織者
55142100 染色平紋聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
551422   聚酯纖維棉製，三枚或四枚斜紋者，包括破斜紋者
55142200 染色３枚或４枚斜紋聚酯纖維棉梭織物，包括破斜紋織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
551423   其他聚酯纖維棉梭織物
55142300 染色其他聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
551429   其他梭織物
55142900 染色其他合成纖維棉梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
551430   異色紗織成者
55143010 平紋異色紗織成之聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
55143020 ３枚或４枚斜紋異色紗織成之聚酯纖維棉梭織物，包括破斜紋織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
55143030 其他聚酯纖維棉異色紗織成之梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
55143090 其他合成纖維棉異色紗織成之梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
55144    －印花︰
551441   聚酯纖維棉製，平紋梭織者
55144100 印花平紋聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
551442   聚酯纖維棉製，三枚或四枚斜紋者，包括破斜紋者
55144200 印花３枚或４枚斜紋聚酯纖維棉梭織物，包括破斜紋織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
551443   其他聚酯纖維棉梭織物
55144300 印花其他聚酯纖維棉梭織物，含聚酯纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
551449   其他梭織物
55144900 印花其他合成纖維棉梭織物，含合成纖維重量未達８５％，主要或單獨與棉花混製，每平方公尺重量超過１７０公克者
5515     其他合成纖維棉梭織物
55151    －聚酯纖維棉製︰
551511   主要或單獨與黏液嫘縈纖維棉混製者
55151110 其他本色（未漂白）聚酯纖維棉梭織物，主要或單獨與黏液嫘縈纖維棉混製者
55151190 其他聚酯纖維棉梭織物，主要或單獨與黏液嫘縈纖維棉混製者
551512   主要或單獨與人造纖維絲混製者
55151210 其他本色（未漂白）聚酯纖維棉梭織物，主要或單獨與人造纖維絲混製者
55151290 其他聚酯纖維棉梭織物，主要或單獨與人造纖維絲混製者
551513   主要或單獨與羊毛或動物細毛混製者
55151310 其他本色（未漂白）聚酯纖維棉梭織物，主要或單獨與羊毛或動物細毛混製者
