HS_NO       NOTE
8413301100 柴油引擎用噴油泵
8413301200 機動車輛內燃活塞引擎用之燃料泵
8413301300 機器腳踏車內燃活塞引擎用之燃料泵
8413301900 其他內燃活塞引擎用之燃料泵
8413302100 機動車輛內燃活塞引擎用之潤滑泵
8413302200 機器腳踏車內燃活塞引擎用之潤滑泵
8413302900 其他內燃活塞引擎用之潤滑泵
8413303100 機動車輛內燃活塞引擎用之冷卻泵
8413303900 其他內燃活塞引擎用之冷卻泵
8413400000 混凝土泵
8413500000 其他往復排量式液體泵
8413600000 其他旋轉排量式液體泵
8413700000 其他離心式液體泵
8413811000 汽車用動力轉向油幫浦
8413819000 其他液体泵
8413820000 液體昇送器
8413910000 液體泵之零件
8413920000 液體昇送器之零件
8414101000 專用或主要用於製造半導體或平面顯示器之真空泵
8414109000 其他真空泵
8414200000 手或腳操作之空氣泵
8414301000 輸出功率６００瓦特及以上但未達２０００瓦特之製冷設備用壓縮機
8414302000 其他製冷設備用之壓縮機
8414401000 裝於輪架上便於拖動之離心式空氣壓縮機
8414409000 其他裝於輪架上便於拖動之空氣壓縮機
8414510000 桌扇、立扇、壁扇、窗扇、吊扇或屋頂通風扇，本身裝有輸出功率不超過１２５瓦之電動機者
8414591000 專用或主要用於冷卻微處理器、通訊機具、自動資料處理機或單元等之風扇
8414592000 鼓風機
8414599000 其他風扇
8414600000 含有風扇之通風罩或再循環罩（包括排油煙機），其最大水平邊長為不超過１２０公分者
8414801100 離心式空氣壓縮機
8414801900 其他壓縮機
8414809000 其他第８４１４節所屬之貨品
8414901000 空氣泵及真空泵之零件
8414902000 壓縮機之零件
8414903000 風扇及鼓風機之零件
8414909000 其他第８４１４節所屬貨品之零件
8415101010 具有製冷裝置，設計固定於窗、壁、天花板或地板之空氣調節器，自足式
8415101020 具有製冷裝置，設計固定於窗、壁、天花板或地板之空氣調節器，分離式系統
8415109010 其他設計固定於窗、壁、天花板或地板之空氣調節器，自足式
8415109020 其他設計固定於窗、壁、天花板或地板之空氣調節器，分離式系統
8415200000 置於機動車輛上供人使用之空氣調節器
8415810000 具有製冷裝置及冷熱可逆循環閥者（可逆熱泵）之空氣調節器
8415820000 具有製冷裝置之空氣調節器
8415830000 未具有製冷裝置之空氣調節器
8415901000 空氣調節器分離式系統之室內單元或室外單元
8415909000 其他空氣調節器零件
8416100000 使用液體燃料之爐用燃燒器
8416200000 其他爐用燃燒器，包括混合燃燒器
8416300000 機械加煤機，包括其機械式爐篦、機械除灰器及類似用具
8416901000 鍋爐用燃燒器零件
8416909000 其他第８４１６節所屬貨品之零件
8417100000 礦石、黃鐵礦或金屬烘烤、熔化或其他熱處理用爐或烘烤箱
8417200000 糕餅烤箱，包含餅乾烤箱
8417801000 焚化爐及其零件
8417809000 其他非電熱式工業或實驗室用爐及烘烤箱
8417900000 第８４１７節所屬貨品之零件
8418101100 家用分門之組合式冷凍冷藏箱，容量在８００公升及以上者
8418101200 家用分門之組合式冷凍冷藏箱，容量在５００公升及以上，但小於８００公升者
8418101300 家用分門之組合式冷凍冷藏箱，容量小於５００公升者
8418109000 其他使用分門之聯合冷凍冷藏箱
8418211000 壓縮式家用冰箱容量在８００公升及以上者
8418212000 壓縮式家用冰箱容量在５００公升及以上，但小於８００公升者
8418219000 其他壓縮式家用冰箱
8418292000 電動吸收式家用冰箱
8418299100 其他形式家用冰箱，容量在８００公升及以上者
8418299900 其他形式家用冰箱
8418301000 超低溫（攝氏零下７０度及以下）臥式冷凍櫃，容量不超過８００公升者
8418309000 其他臥式冷凍櫃，容量不超過８００公升者
8418401000 超低溫（攝氏零下７０度及以下）直立式冷凍櫃，容量不超過９００公升者
8418409000 其他直立式冷凍櫃，容量不超過９００公升者
8418501000 其他超低溫（攝氏零下７０度及以下）冷凍櫃
8418509000 其他供貯藏及展示用配備（櫃、櫥、展示台、展示箱及類似品），裝有冷藏或冷凍設備
8418610000 第８４１５節空氣調節器除外之熱力泵
8418691000 電動冷凍機，中央系統
8418692000 造冰機
8418693000 冷卻器
8418694100 冷飲機
8418694200 冰淇淋製造機
8418695000 血液或精液之冷藏、冷凍設備
8418696000 冷凍培養箱
8418699000 其他冷藏或冷凍設備
8418911000 設計供容納家用冷藏或冷凍設備之配備
8418919000 其他設計供容納冷藏或冷凍設備之配備
8418991000 其他家用冷藏或冷凍設備之零件
8418999000 其他第８４１８節所屬貨品之零件
8419110000 即熱型燃氣熱水器
8419191000 太陽能熱水器
8419199000 其他非電熱式即熱型或儲熱型熱水器
8419200000 內、外科或實驗室用消毒器
8419310000 農產品用乾燥機
8419320000 木材、紙漿、紙或紙板用乾燥機
8419390000 其他乾燥機
8419401000 實驗室用蒸餾器具
8419402000 煤焦油蒸餾塔設備
8419409000 其他蒸餾或精餾廠設備
8419501000 具有入出口管，其管內徑３厘米或以下之氟聚合物製熱交換器
8419509000 其他熱交換器
8419600000 空氣或其他氣體液化機器
8419810000 製造熱飲、熱食或烹調用之機器、工廠或設備
8419891000 釀酒用蒸鍋
8419892000 電動空氣消毒器
8419893000 恆溫培養箱（器）
8419894000 加氯器
8419895000 萘結晶槽設備
8419899000 其他機器，工廠及實驗室設備
8419902000 內、外科及實驗室用消毒器零件
8419909000 其他第８４１９節所屬貨品之零件
8420101000 造紙用砑光機或其他滾軋機
8420102000 專用或主要用於製造印刷電路基板或印刷電路用之壓合滾軋機
8420109000 其他砑光機或滾軋機
8420911000 造紙用砑光機及滾軋機之滾筒
8420919000 其他砑光機及滾軋機用滾筒
8420991000 造紙用砑光機及滾軋機之其他零件
8420999000 砑光機及滾軋機之其他零件
8421110000 乳酪分離機
8421120000 布料脫水機
8421190020 血液成分分離機
8421190099 其他離心分離機
8421211000 電動家用濾水器
8421219000 其他水過濾或淨化機具
8421220000 飲料（水除外）過濾或淨化機具
8421231000 機器腳踏車內燃機用機油或汽油過濾器
8421232000 機動車輛內燃機用機油或汽油過濾器
8421239000 其他內燃機用機油或汽油過濾器
8421291000 氟聚合物製液體過濾或淨化機具，其濾心及淨化器膜厚度不超過１４０微米
8421299010 一次性血液透析器
8421299090 其他液體過濾或淨化機具
8421311000 機動車輛內燃機用進氣過濾器
8421312000 工業內燃機用進氣過濾器
8421313000 機器腳踏車內燃機用進氣過濾器
8421319000 其他內燃機用進氣過濾器
8421391000 電動空氣過濾器及電動空氣清潔器
8421392000 外殼為不銹鋼，且具有入出口管，其管內徑不超過１.３厘米之氣體過濾或淨化機具
8421399000 其他氣體過濾或淨化機具
8421910000 其他離心分離機之零件
8421991000 過濾芯子（供立即使用者）
8421992000 第８４２１２９１０或８４２１３９２０款所屬貨品之零件
8421999000 其他液體或氣體過濾及淨化機具之零件
8422110000 家用洗碗碟機
8422190000 其他洗碗碟機
8422200000 瓶及其他容器洗滌或乾燥機
8422300000 瓶、罐、箱、袋或其他容器之盛裝、封口、封緘、或貼標籤機器；瓶、大口瓶、管及類似容器之封蓋機器；飲料充氣機
8422400010 飲料無菌真空紙盒包裝機器
8422400090 其他包裝或包紮用機器
8422900000 第８４２２節所屬貨品之零件
8423100000 體重計，包括嬰兒秤；家用秤
8423201000 電子秤，供輸送帶上貨品連續衡重用者
8423209000 其他輸送帶上貨品連續衡重用秤
8423301000 固定重量秤及將重量預先訂定之物料注入袋或容器用之電子秤，包括電子式漏斗秤
8423309000 其他固定重量秤及將重量預先訂定之物料注入袋或容器用之秤，包括漏斗秤
8423811000 電子秤，衡重最大重量不超過３０公斤者
8423819000 其他衡器，衡重最大重量不超過３０公斤者
8423821000 電子秤，衡重最大重量超過３０公斤，但不超過５０００公斤者，不包括機動車輛用地磅
8423829000 其他衡器，衡重最大重量超過３０公斤，但不超過５０００公斤者
8423891000 電子秤，衡重最大重量超過５０００公斤者
8423899000 其他衡器，衡重最大重量超過５０００公斤者
8423901000 電子式機動車輛用地磅之零件
8423909000 其他各種衡器之法碼；衡器零件
8424100011 航空器（含地面用飛行訓練器）用途之滅火器，含有三氟一溴甲烷（海龍１３０１）、二氟一氯一溴甲烷（海龍１２１１）或四氟二溴乙烷（海龍２４０２）藥劑者
8424100019 其他用途之滅火器，含有三氟一溴甲烷（海龍１３０１）、二氟一氯一溴甲烷（海龍１２１１）或四氟二溴乙烷（海龍２４０２）藥劑者
8424100090 其他滅火器，不論是否裝藥劑者
8424200000 噴槍及類似品
8424300000 噴水蒸汽機或噴砂機及類似噴射機器
8424410000 可攜式農業或園藝用液體或粉末噴霧機具
8424490000 其他農業或園藝用液體或粉末噴霧機具
8424820000 其他農業或園藝用液體或粉末發射、散播機具
8424891000 整套消防設備
8424892030 專用或主要用於製造印刷電路或印刷電路組件之發射、散播或噴霧機具
8424899000 其他液體或粉末發射、散播或噴霧用機具
8424901000 滅火器零件
8424902000 噴水蒸氣機或噴砂機及類似噴射機之零件
8424903010 專用或主要用於製造印刷電路或印刷電路組件之發射、散播或噴霧機具零件
8424909000 其他第８４２４節所屬貨品之零件
8425110000 電動滑車及吊重機
8425190000 非電動之滑車及吊重機
8425310000 電動絞車；電動絞盤
8425390000 非電動絞車；非電動絞盤
8425410000 修車廠內使用之固定升高系統
8425420010 車用輕便液壓千斤頂
8425420090 其他液壓千斤頂及吊重機
8425490010 其他車用輕便千斤頂
8425490090 其他千斤頂；昇高車輛用之吊重機
8426110000 具有固定支架之架空移動起重機
8426121000 具有輪胎之移動式升降架
8426122000 跨載機
8426190000 其他架空移動起重機、運輸起重機、高架起重機、橋式起重機及移動式升降架
8426200000 塔式起重機
8426300000 龍門型或托架型伸臂起重機
8426410000 其他自力推動機械，具輪胎者
8426490000 其他自力推動機械
8426910000 設計安裝於公路車輛之其他機械
8426990000 其他第８４２６節所屬之貨品
8427101100 電動叉舉車，不超過３．５公噸者
8427101200 電動叉舉車，超過３．５公噸者
8427109000 其他電動工作車
8427201100 其他叉舉車，不超過３．５公噸者
8427201200 其他叉舉車，超過３．５公噸者
8427209000 其他機動工作車
8427900000 其他第８４２７節所屬之貨品
8428101100 升降機（載客用）
8428101900 其他升降機
8428102000 吊斗式吊重機
8428201000 氣壓式升降機
8428202000 氣壓式輸送機
8428310000 連續動作輸送貨品或材料之升降機及輸送機，特殊設計用於地下者
8428320000 連續動作輸送貨品或材料之升降機及輸送機，吊斗型
8428330000 連續動作輸送貨品或材料之升降機及輸送機，帶型
8428390000 其他連續動作輸送貨品或材料之升降機及輸送機，其他型式
8428401000 升降梯（移動樓梯）
8428402000 移動通道
8428600000 高架纜車、升降椅、滑雪屐拖索；纜車牽引機械
8428900000 其他升降、搬運、裝卸機器
8429110000 履帶式推土機和斜鏟推土機
8429190000 其他推土機及斜鏟推土機
8429200000 平土機及整平機
8429300000 刮土機
8429400000 砸道機及壓路機
8429510000 前端鏟斗機
8429520000 上層機構可作３６０度旋轉之機動鏟土機、挖掘機及鏟斗機
8429590000 其他機動鏟土機、挖掘機及鏟斗機
8430100000 打椿機及起椿機
8430200000 鏟雪機及吹雪機
8430310000 自力推動之煤或岩石開採機及隧道機
8430390000 其他煤或岩石開採機及隧道機
8430411000 自力推動掘井機
8430419000 其他自力推動鑽孔或掘孔機
8430490000 其他鑽孔或掘孔機
8430500000 土壤、礦物、礦砂用之其他搬動、平土、整平、刮土、挖掘、搗緊、緊壓、抽取機械，自力推動者
8430610000 非自力推動搗緊或緊壓機
8430690000 其他土壤、礦物、礦砂用之其他搬動、平土、整平、刮土、挖掘、抽取機械，非自力推動者
8431100000 第８４２５節機械用零件
8431200000 第８４２７節機械用零件
8431311000 電梯或扶梯用零件
8431319000 其他升降機、吊斗式吊重機或升降梯用零件
8431390000 其他８４２８節機器用零件
8431410000 吊斗、鏟、抓及夾
8431420000 推土機或斜鏟推土機之刀片
8431430000 第８４３０４１或８４３０４９目之鑽孔或掘孔機械之零件
8431490000 其他第８４２６，８４２９或８４３０節機械用零件
8432101000 迴轉犁
8432109000 其他犁
8432210000 圓盤耙
8432291000 中耕機
8432299000 其他耙、鬆土機、除草機和耙草機
8432310000 免耕直接播種機、種植機及移植機
8432390000 其他播種機、種植機及移植機
8432410000 堆肥散佈機
8432420000 施肥機
8432801000 耕耘機
8432809000 其他機械
8432901000 中耕機及耕耘機之零件
8432902000 插秧機零件
8432903000 迴轉犁零件
8432909000 其他第８４３２節所屬貨品之零件
8433110000 割草機，動力水平旋轉割切者
8433190000 草坪、公園或運動場用其他割草機
8433200000 其他割草機，包括牽引車裝置之切割棒
8433300000 其他乾草製造機
8433400000 蒭草或飼料打包機，包括收集打包機
8433510000 收割、脫粒聯合機
8433520000 其他脫粒機
8433531000 甘蔗青採機
8433539000 其他根或莖收割機
8433590000 其他收割機
8433600000 蛋類、水果或其他農產品用清潔、分類或分級機器
8433900000 第８４３３節所屬貨品之零件
8434100000 擠乳機
8434200000 乳品機械
8434900000 擠乳機及乳品機械之零件
8435101000 製酒用壓榨機、軋碎機或類似機械
8435109000 其他壓榨機、軋碎機或類似機械
8435901000 製酒機械之零件
8435909000 其他第８４３５節所屬貨品之零件
8436100000 動物飼料調配機械
8436210000 家禽孵卵器及育雛器
8436290000 家禽飼養機
8436801000 水果與蔬菜清洗機
8436802000 水果上臘與打光機
8436803000 蜂蜜用壓榨機
8436804000 油餅、根及種子軋碎機
8436805000 秣草及飼料等切碎機
8436809000 其他第８４３６節所屬之機械
8436910000 家禽飼養機械或家禽孵卵器及育雛器用之零件
8436990000 其他第８４３６節所屬機械之零件
8437100000 種子、稻穀或乾豆類植物清潔、分類或分級用機器
8437800000 其他第８４３７節所屬之機械
8437900000 第８４３７節所屬機械之零件
8438101000 糕餅機
8438102000 通心粉、麵條或類似品之製造機
8438200000 製造糖食、可可、巧克力之機械
8438300000 製糖機械
8438400000 釀酒機械
8438500000 肉或家禽加工機械
8438600000 水果、堅果或蔬菜加工機械
8438800000 其他第８４３８節所屬之機械
8438900000 第８４３８節所屬機械之零件
8439100000 纖維素紙漿製造機械
8439200000 紙或紙板製造機械
8439300000 紙或紙板整理機械
8439910000 纖維素紙漿製造機用零件
8439990000 紙或紙板之製造或整理機械之零件
8440100000 簿籍裝釘機，包括穿線釘書機
8440900000 第８４４０節所屬機械之零件
8441100000 切紙機
8441200000 紙袋或信封製造機
8441300000 紙箱、紙盒、紙匣、紙管、紙桶或類似容器之製造機器，不包括模型製造
8441400000 以紙漿、紙或紙板模造製品之機器
8441801000 釘匣機及類似品
8441809000 其他第８４４１節所屬之機械
8441900000 第８４４１節所屬機械之零件
8442301000 盲人用點字製版機
8442303000 排版或排字機械、器具及設備，不論是否具有鑄字裝置
8442309000 鑄字機，製造印刷版、滾筒或其他印刷組件之機械、器具及設備
8442401000 盲人用點字製版機零件
8442409000 其他前述機械、器具或設備之零件
8442501000 鉛字、壓印紙模、印刷版、滾筒，已製作之版、滾筒及石印版
8442502000 鑄字模
8442503000 印製鈔票及郵票用母版
8442509000 其他第８４４２、５０目所屬之貨品
8443110000 捲筒式平版印刷機
8443120000 平版式平版印刷機，辦公室用型（其用紙在無摺疊狀態下一邊不超過２２公分及另一邊不超過３６公分）
8443130000 其他平版印刷機
8443140000 捲筒式凸版印刷機，不包括橡皮版印刷機
8443150000 非捲筒式凸版印刷機，不包括橡皮版印刷機
8443160000 橡皮版印刷機
8443170000 照相版印刷機
8443191000 盲人用點字印刷機
8443192000 紡織品印花機
8443199000 其他印刷機
8443310000 能與自動資料處理機或電腦網路連接，具有列印、複印及傳真兩種或以上功能之機器
8443320000 其他印表機、複印機及傳真機，能與自動資料處理機或電腦網路連接者
8443390010 無線電傳真機
8443390090 其他印表機、複印機及傳真機，不論是否併裝一起
8443910000 利用第８４４２節之印刷版、滾筒及其他印刷組件之印刷機之零件及附件
8443990000 其他本節所屬物品之零件及附件
8444000000 人造纖維材料射絲、延伸、撚絲或切割機器
8445110000 梳棉機
8445120000 精梳機
8445131000 併條機
8445132100 自動落紗粗紡機
8445132900 其他粗紡機
8445191000 拆包機
8445192000 繅絲機器
8445193000 具勻條或自動落卷裝置條帶卷機
8445199000 其他紡織纖維處理機
8445201000 自動接紗或與筒子機連結成套之精紡機
8445209000 其他精紡機
8445301000 併紗機
8445302000 撚紗機
8445401000 自動接紗筒子機
8445409000 其他繞紗機（包括繞緯機）或搖紗機
8445901000 將紙條撚成紙紗之機器
8445909000 其他使用於第８４４６或８４４７節機器之紡紗處理機
8446100010 織機（織布機），織物寬度不超過３０公分者，梭型
8446100020 織機（織布機），織物寬度不超過３０公分者，無梭型
8446210000 梭型動力織機，織物寬度超過３０公分者
8446290000 其他梭型織機
8446301100 劍桅式無梭織機，織物寬度超過３０公分者，硬式
8446301900 其他劍桅式無梭織機，織物寬度超過３０公分者
8446302000 小鋼梭無梭織機
8446303000 多項式無梭織機
8446304000 噴氣式無梭織機
8446309000 其他無梭織機，織物寬度超過３０公分者
8447110000 環型針織機（圓編機），針筒直徑不超過１６５公厘者
8447120000 環型針織機（圓編機），針筒直徑超過１６５公厘者
8447200000 編織針織機；合縫機
8447900000 製造硬心軟花線、薄紗、花邊、刺繡品、緣飾、編帶或網狀織物之機器及簇絨機
8448110000 多臂織機及提花機；紋板減縮、複製、打孔或附加裝置機器
8448191000 自動穿綜、筘機或自動接經機
8448199000 其他第８４４４，８４４５，８４４６或８４４７節機械之輔助機械
8448200000 第８４４４節機器或其輔助機械之零件及附件
8448310000 針布
8448320000 紡織纖維處理機之零件及附件，針布除外
8448331000 錠子
8448332000 錠翼、精紡機用鋼領及鋼絲圈
8448390000 其他第８４４５節機器或其輔助機械之零件及附件
8448420000 織機用鋼筘，綜絲及綜框
8448491000 梭子
8448499000 其他織機或其輔助機械之零件及附件
8448510000 壓片、針及其他針縫用品
8448590000 其他第８４４７節機器或其輔助機械之零件及附件
8449001000 成匹或一定形狀之氈呢或不織布之製造或整理機械，包括製氈呢帽機
8449002000 製帽模子
8450111000 全自動洗衣機，包括洗衣脫水兩用機，其容量為乾衣８公斤至１０公斤者
8450112000 全自動洗衣機，包括洗衣脫水兩用機，其容量為乾衣６公斤及以上，但未達８公斤者
8450113000 全自動洗衣機，包括洗衣脫水兩用機，其容量為乾衣未達６公斤者
8450121000 其他附有離心脫水槽之洗衣機，其容量為乾衣８公斤至１０公斤者
8450122000 其他附有離心脫水槽之洗衣機，其容量為乾衣６公斤及以上，但未達８公斤者
8450123000 其他附有離心脫水槽之洗衣機，其容量為乾衣未達６公斤者
8450191000 其他洗衣機，其容量為乾衣８公斤至１０公斤者
8450192000 其他洗衣機，其容量為乾衣６公斤以上，但未達８公斤者
8450193000 其他洗衣機，其容量為乾衣未達６公斤者
8450200000 洗衣機，包括洗衣、脫水兩用機，其容量為乾衣超過１０公斤者
8450900000 第８４５０節所屬機器之零件
8451100000 乾洗機
8451211000 乾衣機，其容量為乾衣在８公斤至１０公斤者
8451212000 乾衣機，其容量為乾衣在６公斤及以上，但未達８公斤者
8451213000 乾衣機，其容量為乾衣未達６公斤者
8451290000 乾衣機，其容量為乾衣超過１０公斤者
8451300000 熨燙機及熨平機（包括融熨機）
8451400000 洗滌、漂白或染色機器
8451501000 自動織物裁剪系統機
8451509000 其他織物之捲取、鬆捲、摺疊、切斷或剪邊機器
8451800000 其他第８４５１節所屬之機械
8451900000 第８４５１節所屬機械之零件
8452101010 家用電腦縫紉機
8452101020 家用電動鎖邊縫紉機
8452101090 其他家用電動縫紉機
8452102000 家用腳踏式縫紉機
8452103000 家用縫紉機機頭
8452109000 其他家用縫紉機
8452211000 鎖邊縫紉機（拷克車）
8452212000 自動開袋機
8452213000 自動鈕門車
8452214000 自動考夫機
8452215000 自動鎖眼機
8452219000 其他縫紉機，自動組件
8452290000 其他縫紉機
8452300000 縫紉機車針
8452901000 縫紉機專用之配備、底架、蓋
8452902000 縫紉機專用之配備、底架、蓋之零件
8452909000 縫紉機專用之其他零件
8453100000 毛皮或皮革之處理、鞣造或加工機械
8453200000 鞋、靴之製造或修理機械
8453800000 其他第８４５３節所屬之機械
8453900000 第８４５３節所屬機械之零件
8454100000 轉爐
8454201000 鑄錠模
8454202000 澆桶
8454300000 鑄造機
8454900000 第８４５４節所屬機械之零件
8455100000 軋管機
8455210000 熱作或冷熱作聯合輥軋機
8455220000 冷作輥軋機
8455300000 輥軋機軋輥
8455900000 其他第８４５５節所屬金屬輥軋機零件
8456111000 專用或主要用於製造印刷電路、印刷電路組件、第８５１７節所屬貨品零件，或自動資料處理機零件之雷射加工之工具機
8456119000 其他以雷射加工之工具機
8456121000 專用或主要用於製造印刷電路、印刷電路組件、第８５１７節所屬貨品零件，或自動資料處理機零件之其他光或光子束加工之工具機
8456129000 其他以其他光或光子束加工之工具機
8456200000 以超音波加工之工具機
8456300000 以放電加工之工具機
8456400000 以電漿弧加工之工具機
8456500000 水刀（水射流）切削機械
8456901000 放電線切割機
8456909000 其他第８４５６節所屬之工具機
8457100000 綜合加工機
8457200000 單體結構機（單站機）
8457300000 多站聯製機
8458110000 數值控制臥式車床
8458190000 其他臥式車床
8458910000 其他數值控制車床
8458990000 其他車床
8459100000 槽式單體機頭工具機
8459211000 四鑽頭及以上數值控制鑽床
8459219000 其他數值控制鑽床
8459290000 其他鑽床
8459310000 數值控制鏜銑床
8459390000 其他鏜銑床
8459410000 數值控制鏜床
8459490000 其他鏜床
8459510000 數值控制膝式銑床
8459590000 其他膝式銑床
8459610000 其他數值控制銑床
8459691000 倣形或雕模銑床
8459699000 其他銑床
8459700000 其他車螺紋或攻螺紋機
8460120000 數值控制平面磨床
8460190000 其他平面磨床
8460220000 數值控制無心磨床
8460230000 數值控制外圓磨床
8460240000 其他數值控制磨床
8460290000 其他磨床
8460310000 數值控制磨銳機
8460390000 其他磨銳機
8460400000 搪磨或研磨機
8460901000 刻模機
8460909010 砂輪機
8460909090 其他第８４６０節所屬之工具機
8461201000 牛頭刨床
8461202000 插床
8461300000 拉床
8461400000 齒輪切削、齒輪研磨或齒輪精製機
8461500000 鋸床或切斷機
8461901000 龍門刨床
8461909000 其他第８４６１節所屬之工具機
8462101000 鍛造機（包括壓床）
8462102000 模壓衝製機（包括壓床）
8462103000 鎚造機
8462210000 數值控制彎曲、摺疊、矯直或矯平之機器（包括壓床）
8462290000 其他彎曲、摺疊、矯直或矯平之機器（包括壓床）
8462310000 數值控制剪機（包括壓床）
8462390000 其他剪機（包括壓床）
8462410000 數值控制衝孔或衝口工具機（包括壓床），包括衝剪複合機
8462490000 其他衝孔或衝口工具機（包括壓床），包括衝剪複合機
8462910000 液壓機
8462990000 其他第８４６２節所屬之工具機
8463101000 多軸式銅線抽製機
8463102000 單軸式入線線直徑２．６公厘及以上之銅線抽製機
8463109000 其他條、管、型、線或其他類似品抽製機
8463200000 螺紋滾製機
8463300000 線材加工機
8463900000 其他第８４６３節所屬之工具機
8464100000 石、陶器、混凝土、石棉水泥或類似礦物材料加工或玻璃冷作鋸床
8464200000 石、陶器、混凝土、石棉水泥或類似礦物材料加工或玻璃冷作磨床或拋光機
8464901000 石、陶器、混凝土、石棉水泥或類似礦物材料加工或玻璃冷作彫刻機
8464909000 其他第８４６４節所屬之工具機
8465100000 工具機，在加工操作過程中，毌須更換刀具而能完成不同操作者
8465200000 綜合加工機
8465910000 鋸床
8465920000 刨床、銑床或模製（切削製作）機
8465930000 磨光機、砂光機或拋光機
8465940000 彎撓機或裝配機
8465950000 鑽孔機或榫眼機
8465960000 開縫機、切片機或剝切機
8465991000 木工車床
8465999000 其他第８４６５節所屬之工具機
8466100000 工具夾持器或自開螺模頭
8466200000 工作物夾持器
8466300000 分度頭或其他機器用特殊配件
8466910000 第８４６４節工具機之零件與附件
8466920000 第８４６５節工具機之零件及附件
8466931010 水刀（水射流）切削機械之零件及附件
8466932010 專用或主要用於製造印刷電路、印刷電路組件、第８５１７節所屬貨品零件，或自動資料處理機零件之雷射、其他光、光子束、超音波或放電加工工具機零件及附件
8466933010 專用或主要用於製造第８５１７節所屬貨品零件，或自動資料處理機零件之綜合加工機、數值控制加工機(車床、鑽床、銑床)、鋸床或切斷機零件及附件
8466939010 其他第8456至8461節工具機之零件及附件
8466940000 第８４６２或８４６３節工具機之零件及附件
8467111000 手提氣動鑽孔機
8467112000 手提氣動起子
8467113000 手提氣動板鉗
8467119000 其他旋轉式手提氣動工具
8467191000 手提氣動鎚
8467192000 手提氣動混凝土振動機
8467199000 其他非旋轉式手提氣動工具
8467210000 所有種類之鑽孔機
8467220000 鋸子
8467291000 手提電磨機
8467292000 電剪
8467293000 電動套筒扳手
8467294000 成衣工業切紡織品用之裁割機
8467299000 其他電動手工具
8467810000 手提鏈鋸，裝有非電力之原動機者
8467890000 其他手提工具，裝有非電力之原動機者
8467910000 鏈鋸用零件
8467920000 氣動工具用零件
8467990000 其他第８４６７節所屬手提工具之零件
8468100000 手持吹管
8468200000 其他燃氣工作機械及器具
8468800000 其他第８４６８節所屬之機械及器具
8468900000 第８４６８節所屬機械及器具之零件
8470101000 具有計算功能之袖珍型資料記錄、重現及顯示之機器
8470102000 電子計算器，不藉外接電源操作者
8470210000 附有列表裝置之電子計算器
8470290000 其他電子計算器
8470300000 其他計算器
8470500000 收銀機
8470900000 其他第８４７０節所屬之機器
8471300000 攜帶式自動資料處理機，其重量不超過１０公斤並至少包含有一中央處理單元，一鍵盤及一顯示器者
8471410000 其他自動資料處理機同一機殼內至少包含有一中央處理單元及一輸入、輸出單元，不論是否組合者
8471490000 其他自動資料處理機，具系統形式者
8471500000 第８４７１４１或８４７１４９等目除外之處理單元，在同一機殼內不論其是否含有一個或兩個下列形式之單元：儲存單元、輸入單元、輸出單元
8471601000 終端機
8471603010 無線電鍵盤
8471603090 其他鍵盤
8471609010 影像掃描器
8471609020 無線電滑鼠
8471609090 其他輸入或輸出單元，不論是否具有該系統之其他單元者，其在同一機殼內不論是否具有儲存單元者
8471701010 硬式磁碟機
8471701020 軟式磁碟機
8471701030 光碟機
8471701090 其他磁碟機
8471709000 其他儲存單元
8471800000 其他自動資料處理機單元
8471901000 具有特殊程式控制計算機或具有記憶能量之文字處理機
8471902000 卡片打孔機、卡片分類機、卡片校對機
8471903000 磁性或光學閱讀機
8471904000 輸入資料處理機之資料登錄設備，如打卡機、驗卡機、磁帶登錄機等
8471909000 其他第８４７１節所屬之貨品
8472100000 複印機
8472301000 信件分類或註銷郵票用機器
8472302000 信件摺疊或裝袋、捆綁用機器，信件拆開、封口、密封用機器及黏貼郵票用機器
8472901000 鑄幣分類機或計數機
8472902000 打孔機或裝訂機
8472903000 削鉛筆機
8472904000 支票繕寫機及支票簽字機
8472905000 自動櫃員機
8472906000 地址印製機及門牌浮印機
8472907010 打字機，不包括第８４４３節之列表機
8472907020 文字處理機
8472909000 其他第８４７２節所屬辦公室用機器
8473210000 電子計算器之零件及附件
8473290000 其他第８４７０節所屬機器之零件及附件
8473300000 第８４７１節機器之零件及附件
8473401000 打孔機、裝訂機及削鉛筆機之零件及附件
8473402000 打字機(不包括第８４４３節之列表機)、文字處理機或與其他第８４７２節機器共用之零件及附件
8473409000 其他第８４７２節機器之零件及附件
8473500000 同時適用第８４７０至８４７２節之兩節或以上機器之零件及附件
8474100000 選別、篩分、分離或洗滌機器
8474200000 軋碎或磨粉機器
8474310000 混凝土或泥漿攪拌機器
8474320000 礦物、瀝青攪拌機器
8474390000 其他混合或揉合機器
8474800000 固體礦物燃料、陶土漿、濕水泥、粉刷材料或其他粉狀、糊狀礦產品用之混凝、造模或造型機器及鑄造用砂模製造機器
8474900000 第８４７４節所屬機械之零件
8475100000 電燈泡、電子燈泡、燈管、真空管或閃光燈泡之玻璃封裝機器
8475210000 製造光纖及其預形品之機器
8475290000 其他玻璃或玻璃器皿製造或熱作機器
8475901000 第８４７５２１目所屬機器之零件
8475909000 其他第８４７５節所屬機器之零件
8476210000 附有加熱或冷藏裝置之自動飲料販賣機
8476290000 其他自動飲料販賣機
